date,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental
2018-09-28,,17.5,22.2,14.3,12.0,7.0,58.1,3.5,29.4,1.2,2.1,59649
2018-09-29,,20.2,27.0,14.6,14.0,9.0,55.5,10.8,90.8,1.0,2.4,63866
2018-09-30,,17.6,21.6,14.0,19.0,10.0,52.5,10.4,87.4,2.3,5.5,55893
2018-10-01,0.0,15.4,19.7,13.0,16.0,9.0,55.1,7.9,66.9,2.9,6.1,51808
2018-10-02,,15.9,22.0,10.3,22.0,13.0,61.4,10.8,91.5,1.6,4.1,57280
2018-10-03,,17.3,24.2,11.2,24.0,14.0,58.0,10.6,90.6,1.3,4.0,64671
2018-10-04,,19.3,25.6,13.0,21.0,12.0,56.5,8.9,76.1,1.3,2.4,59413
2018-10-05,36.5,16.9,19.0,15.7,11.0,6.0,84.1,0.0,0.0,1.7,3.2,7772
2018-10-06,55.5,18.0,21.7,16.3,5.0,3.0,84.0,3.0,25.9,2.2,5.3,32510
2018-10-07,,16.4,21.1,12.3,23.0,10.0,53.5,10.5,90.5,1.7,3.6,57873
2018-10-08,,14.8,20.9,9.2,20.0,8.0,47.0,10.5,90.5,1.1,2.7,57247
2018-10-09,0.0,15.3,19.8,10.7,23.0,12.0,52.5,2.3,20.0,1.1,2.7,61525
2018-10-10,7.0,12.0,16.7,7.9,18.0,11.0,61.0,6.5,56.5,2.5,4.7,44876
2018-10-11,,9.7,13.9,6.1,17.0,9.0,51.0,9.3,81.6,2.1,5.6,44489
2018-10-12,,10.9,17.4,5.2,22.0,13.0,54.0,10.1,88.6,1.3,3.2,48529
2018-10-13,,12.5,19.8,6.1,29.0,18.0,54.0,10.0,87.7,1.0,2.9,49203
2018-10-14,,13.2,20.3,6.8,30.0,20.0,60.0,9.9,87.6,1.5,3.1,49025
2018-10-15,,15.2,21.0,10.9,49.0,32.0,69.9,6.8,60.2,1.4,3.5,49503
2018-10-16,,14.5,20.3,9.9,42.0,23.0,55.9,8.2,73.2,1.3,3.0,51236
2018-10-17,,12.4,18.6,8.4,33.0,17.0,53.3,10.0,89.3,1.3,3.6,49795
2018-10-18,,12.7,19.0,7.5,14.0,8.0,59.5,8.1,72.3,1.1,2.7,49560
2018-10-19,,13.1,20.4,7.2,19.0,10.0,54.3,9.9,89.2,1.4,3.8,52122
2018-10-20,,13.4,21.4,6.9,36.0,19.0,53.9,9.7,87.4,1.2,3.0,49815
2018-10-21,,13.4,21.1,7.2,32.0,20.0,49.5,9.6,87.3,1.1,2.9,48346
2018-10-22,,14.0,20.6,8.8,42.0,28.0,50.0,7.6,69.1,1.0,2.6,49889
2018-10-23,5.0,12.2,16.9,9.8,50.0,30.0,75.1,5.3,48.2,1.1,5.0,40223
2018-10-24,,12.5,18.7,7.6,39.0,17.0,66.0,9.6,88.1,1.3,3.4,50343
2018-10-25,,13.8,21.2,7.0,36.0,19.0,55.5,8.7,79.8,0.9,1.6,52181
2018-10-26,11.0,12.2,14.7,9.9,32.0,17.0,74.1,2.4,22.2,1.6,5.4,24308
2018-10-27,,8.7,11.6,6.2,24.0,6.0,49.6,8.0,74.1,3.2,5.8,33699
2018-10-28,5.5,8.3,13.5,5.2,13.0,7.0,77.1,2.8,25.9,1.5,5.9,20882
2018-10-29,0.0,7.2,11.7,3.4,16.0,8.0,57.3,6.5,60.7,2.0,5.3,36107
2018-10-30,0.0,6.1,11.6,0.7,21.0,10.0,51.3,9.1,85.0,1.6,3.5,37382
2018-10-31,0.0,7.4,12.6,3.0,20.0,12.0,55.4,9.3,86.9,1.6,4.1,39009
2018-11-01,,8.4,15.2,2.5,31.0,18.0,53.4,9.2,86.8,1.3,3.6,41911
2018-11-02,,10.6,19.0,4.0,39.0,24.0,54.9,9.2,86.8,1.1,2.5,44917
2018-11-03,,11.2,19.1,5.0,47.0,30.0,56.0,9.1,85.8,1.3,4.0,40640
2018-11-04,,11.6,19.4,5.3,40.0,27.0,55.0,9.0,85.7,1.3,3.4,39973
2018-11-05,,11.9,18.3,6.6,53.0,33.0,65.5,7.9,75.2,1.1,2.3,43870
2018-11-06,,12.2,17.5,8.0,89.0,61.0,70.5,4.1,39.0,0.9,2.6,39680
2018-11-07,2.0,12.8,15.7,10.3,56.0,38.0,79.5,0.5,4.8,1.1,2.8,29492
2018-11-08,64.0,11.8,14.7,10.5,9.0,5.0,93.8,0.0,0.0,1.8,5.0,2730
2018-11-09,1.0,12.1,15.4,9.5,38.0,20.0,69.0,6.5,62.5,3.1,5.6,34673
2018-11-10,0.0,11.9,17.1,8.8,69.0,39.0,69.1,8.1,78.6,1.4,3.3,34194
2018-11-11,0.0,8.1,10.9,5.4,64.0,37.0,67.6,1.4,13.6,1.1,3.7,23926
2018-11-12,,8.1,15.1,3.1,27.0,14.0,52.3,8.9,86.4,1.2,3.3,38706
2018-11-13,,8.8,15.4,4.1,39.0,23.0,51.6,8.8,86.3,1.1,3.0,40263
2018-11-14,,9.8,16.6,4.8,31.0,19.0,55.5,8.7,85.3,1.1,3.1,41973
2018-11-15,,9.7,16.2,4.7,45.0,30.0,55.4,7.8,76.5,1.0,2.4,39702
2018-11-16,,8.8,14.5,4.2,55.0,36.0,65.1,5.2,51.0,1.7,4.0,37629
2018-11-17,,4.9,11.4,0.6,31.0,18.0,50.8,5.2,51.5,1.4,3.7,28167
2018-11-18,,6.1,10.7,1.9,,21.0,48.8,2.4,23.8,1.1,3.1,26464
2018-11-19,,6.5,11.3,3.3,56.0,29.0,50.4,5.8,57.4,1.4,4.4,34352
2018-11-20,0.2,6.5,12.7,0.0,40.0,17.0,39.9,8.8,88.0,1.8,4.2,34855
2018-11-21,1.0,5.8,8.2,3.1,30.0,15.0,57.1,0.0,0.0,1.2,4.5,28140
2018-11-22,,2.3,7.1,-1.3,19.0,10.0,35.0,8.6,86.0,2.4,5.6,29239
2018-11-23,,1.9,7.6,-3.1,23.0,11.0,29.6,8.6,86.0,1.4,3.7,28620
2018-11-24,10.9,2.6,3.8,0.3,23.0,12.0,71.1,1.6,16.2,1.8,3.3,11255
2018-11-25,,4.8,9.8,1.3,44.0,31.0,77.8,6.9,69.7,1.0,1.9,19946
2018-11-26,,6.3,13.6,1.6,57.0,38.0,70.1,8.6,86.9,1.0,1.9,30698
2018-11-27,,7.1,12.5,3.1,108.0,48.0,65.0,1.1,11.1,1.5,3.7,28806
2018-11-28,,5.0,11.1,2.1,110.0,19.0,27.1,6.8,69.4,1.6,3.7,29177
2018-11-29,0.0,3.5,6.7,0.6,70.0,20.0,41.4,0.2,2.0,1.3,3.3,28977
2018-11-30,,2.7,8.0,-1.5,59.0,20.0,46.1,8.6,87.8,1.4,3.3,28557
2018-12-01,,5.5,12.4,0.8,44.0,23.0,42.3,7.8,79.6,1.0,2.5,24622
2018-12-02,,8.2,11.8,2.8,46.0,23.0,50.1,2.7,27.6,1.3,2.2,23035
2018-12-03,9.5,11.5,13.5,9.3,44.0,21.0,87.4,0.0,0.0,1.4,3.2,10638
2018-12-04,5.0,6.7,11.8,-0.3,33.0,15.0,74.9,2.1,21.6,2.7,5.6,20029
2018-12-05,,0.0,3.4,-4.3,26.0,11.0,39.5,3.1,32.0,1.5,4.0,23535
2018-12-06,0.0,2.4,6.8,-1.0,36.0,16.0,50.5,6.2,63.9,2.3,5.7,23788
2018-12-07,,-7.3,-1.1,-9.6,22.0,9.0,37.1,8.7,89.7,3.8,5.9,15148
2018-12-08,,-8.3,-4.4,-11.4,23.0,9.0,37.1,8.7,89.7,2.6,5.5,9824
2018-12-09,,-7.2,-2.1,-11.8,21.0,10.0,27.0,7.8,80.4,1.5,3.4,8749
2018-12-10,,-2.5,4.6,-8.1,32.0,18.0,33.3,8.0,83.3,0.9,2.9,17987
2018-12-11,,0.2,2.9,-2.4,41.0,25.0,44.8,0.1,1.0,1.2,3.9,20805
2018-12-12,,-1.9,2.4,-5.0,45.0,23.0,39.0,8.7,90.6,2.2,4.0,19339
2018-12-13,1.3,-2.2,2.1,-5.9,39.0,23.0,57.4,4.8,50.0,2.0,5.8,11765
2018-12-14,,-4.4,0.6,-7.8,32.0,17.0,44.3,8.7,90.6,1.7,3.5,14932
2018-12-15,,-2.4,3.2,-7.8,56.0,37.0,46.8,8.0,83.3,1.0,2.1,12720
2018-12-16,0.3,0.0,2.1,-2.6,55.0,39.0,63.8,1.1,11.5,0.9,1.7,10783
2018-12-17,0.3,1.6,5.9,-1.5,72.0,45.0,60.1,8.3,86.5,1.8,4.3,17449
2018-12-18,,2.6,7.4,-2.8,44.0,23.0,56.3,7.2,75.0,1.4,4.1,20917
2018-12-19,,4.0,9.5,1.3,50.0,28.0,53.4,7.8,81.3,1.4,3.3,21970
2018-12-20,,3.4,10.4,-1.1,55.0,37.0,45.5,7.5,78.1,0.9,2.4,22881
2018-12-21,,5.6,9.8,0.4,69.0,44.0,40.1,3.2,33.3,1.1,2.6,23422
2018-12-22,,6.9,12.4,2.9,81.0,56.0,48.9,7.8,81.3,1.5,3.6,17127
2018-12-23,,2.4,7.5,-3.4,48.0,27.0,43.0,8.3,86.5,2.9,5.7,13601
2018-12-24,,-2.3,3.1,-5.9,21.0,11.0,35.9,8.8,91.7,1.6,3.6,16579
2018-12-25,,0.6,5.2,-4.0,35.0,20.0,53.4,3.1,32.3,1.2,2.7,12437
2018-12-26,,-1.5,3.0,-7.1,49.0,26.0,40.8,8.3,86.5,2.8,4.5,17112
2018-12-27,,-10.1,-6.5,-12.5,26.0,9.0,28.3,8.7,90.6,3.5,5.8,11325
2018-12-28,,-10.5,-6.6,-14.4,33.0,13.0,33.0,8.7,90.6,2.5,4.4,10445
2018-12-29,,-7.6,-3.0,-10.5,36.0,9.0,29.0,8.7,90.6,2.9,5.5,8083
2018-12-30,,-6.8,-0.9,-11.3,30.0,15.0,35.9,8.7,90.6,1.2,3.1,7864
2018-12-31,,-5.4,-0.5,-10.5,45.0,29.0,39.6,8.3,86.5,1.2,3.4,11911
2019-01-01,,-5.0,-0.6,-8.2,35.0,22.0,49.5,7.5,78.1,2.1,4.3,8601
2019-01-02,,-4.9,0.2,-8.8,31.0,19.0,42.8,8.7,90.6,1.7,3.6,14360
2019-01-03,,-3.5,3.2,-8.4,36.0,21.0,38.8,8.7,89.7,1.4,2.9,16344
2019-01-04,,-1.1,4.1,-6.2,56.0,36.0,55.5,3.9,40.2,1.2,3.0,17308
2019-01-05,,-2.8,1.1,-5.5,62.0,37.0,40.3,8.6,88.7,2.2,4.3,12380
2019-01-06,,-2.8,2.7,-6.3,44.0,19.0,35.0,7.7,79.4,1.2,3.2,11094
2019-01-07,,-1.9,3.1,-6.2,50.0,30.0,46.4,7.0,72.2,1.4,4.7,16795
2019-01-08,,-3.5,0.5,-7.2,39.0,17.0,31.0,8.7,89.7,2.6,6.5,15833
2019-01-09,,-4.7,1.3,-9.4,44.0,19.0,28.8,7.4,76.3,1.3,3.5,15819
2019-01-10,,-0.6,3.0,-4.5,54.0,29.0,48.8,3.1,31.6,1.3,3.8,17894
2019-01-11,,2.4,7.2,-0.4,70.0,46.0,58.8,6.9,70.4,1.0,2.6,19271
2019-01-12,,2.8,8.0,-0.6,93.0,64.0,47.6,6.0,61.2,1.3,3.5,14519
2019-01-13,,1.2,7.6,-3.0,102.0,67.0,54.3,8.6,87.8,1.4,3.2,11751
2019-01-14,,1.4,5.3,-2.4,158.0,112.0,68.6,0.4,4.1,0.9,2.5,14818
2019-01-15,0.0,-1.7,2.6,-7.2,130.0,79.0,58.8,4.7,47.5,2.7,6.1,14761
2019-01-16,0.0,-5.2,-1.1,-10.1,45.0,16.0,45.9,8.6,86.9,2.3,4.3,15823
2019-01-17,0.0,-0.3,4.0,-3.2,40.0,19.0,45.8,8.7,87.9,1.7,5.0,17960
2019-01-18,,0.6,6.7,-4.6,49.0,29.0,44.0,8.5,85.9,1.3,4.5,18901
2019-01-19,,3.6,8.5,0.0,90.0,58.0,59.8,2.9,29.3,1.2,3.0,14883
2019-01-20,,-1.4,4.0,-5.5,62.0,30.0,38.5,8.8,88.0,3.2,5.5,11191
2019-01-21,0.0,-1.2,4.2,-6.7,42.0,20.0,57.8,1.0,10.0,1.6,4.3,17240
2019-01-22,,1.7,7.1,-3.3,62.0,26.0,62.0,8.5,85.0,1.7,4.4,19885
2019-01-23,,2.0,7.0,-0.8,71.0,42.0,48.9,8.6,86.0,2.3,5.1,19163
2019-01-24,,0.1,6.5,-4.6,38.0,19.0,34.9,8.8,87.1,1.7,3.5,20057
2019-01-25,,-1.2,2.6,-3.8,40.0,18.0,27.6,8.7,86.1,2.6,5.5,18159
2019-01-26,,-2.5,2.4,-6.5,38.0,17.0,30.9,8.8,87.1,2.4,4.4,13203
2019-01-27,,-0.1,5.1,-6.6,37.0,19.0,52.5,6.7,65.7,1.7,3.7,12440
2019-01-28,0.0,1.2,4.5,-2.4,75.0,21.0,40.4,8.7,85.3,3.1,6.8,17317
2019-01-29,,-0.2,7.0,-5.6,61.0,19.0,35.5,8.7,85.3,1.5,3.7,19477
2019-01-30,,1.8,6.6,-2.8,56.0,27.0,54.6,7.7,74.8,1.5,3.8,20677
2019-01-31,,-2.0,2.3,-6.2,65.0,20.0,29.0,3.4,33.0,2.9,4.7,17649
2019-02-01,0.3,-2.1,2.8,-7.4,37.0,16.0,47.6,5.7,55.3,1.7,4.9,17696
2019-02-02,0.0,1.4,6.1,-3.2,54.0,31.0,60.0,1.6,15.5,1.0,1.8,13742
2019-02-03,16.0,3.3,4.9,2.0,37.0,24.0,92.9,0.0,0.0,1.7,4.0,2010
2019-02-04,,-0.6,3.0,-3.3,70.0,34.0,40.4,8.6,82.7,2.1,4.9,8562
2019-02-05,,2.8,10.1,-3.6,72.0,24.0,37.1,7.8,74.3,1.0,2.9,9119
2019-02-06,,5.1,9.3,0.1,85.0,29.0,54.9,3.3,31.4,1.3,3.1,13694
2019-02-07,0.5,-2.1,6.3,-8.2,61.0,29.0,45.5,8.7,82.9,3.5,5.5,14533
2019-02-08,,-6.1,-1.3,-10.2,29.0,15.0,31.5,8.4,79.2,2.3,4.7,14782
2019-02-09,,-5.4,-1.9,-8.6,32.0,15.0,30.0,9.3,87.7,2.7,4.9,11760
2019-02-10,,-5.0,-1.9,-9.1,39.0,20.0,31.3,2.2,20.8,1.7,3.6,9759
2019-02-11,,-3.0,2.0,-7.5,35.0,20.0,34.9,9.4,87.9,2.3,4.9,16881
2019-02-12,0.0,-0.6,3.7,-4.1,53.0,33.0,35.5,8.5,79.4,1.9,4.3,18862
2019-02-13,,-2.1,2.5,-5.7,34.0,18.0,26.6,9.2,86.0,2.4,5.1,18411
2019-02-14,,-0.5,6.3,-5.9,43.0,21.0,24.3,9.2,85.2,1.4,3.2,19376
2019-02-15,2.2,-0.8,0.9,-2.9,36.0,24.0,72.8,0.0,0.0,1.9,4.0,9213
2019-02-16,0.2,-2.7,1.5,-5.1,56.0,44.0,59.0,8.8,80.7,2.6,4.6,12641
2019-02-17,,-1.8,4.6,-6.8,32.0,22.0,47.4,9.8,89.9,1.9,4.2,13390
2019-02-18,,0.9,5.9,-4.7,36.0,22.0,43.5,5.6,51.4,1.3,2.8,19916
2019-02-19,4.6,1.4,3.0,0.2,38.0,28.0,80.8,0.6,5.5,1.4,3.9,11689
2019-02-20,0.0,1.7,4.5,-0.1,52.0,42.0,67.8,2.2,20.0,2.1,4.1,19572
2019-02-21,,2.4,9.0,-2.6,74.0,60.0,59.4,9.6,87.3,1.5,3.4,20995
2019-02-22,,4.0,10.8,-1.6,65.0,49.0,56.1,9.5,85.6,1.5,3.7,21727
2019-02-23,,6.8,14.5,0.5,46.0,32.0,41.0,9.1,82.0,1.1,2.9,23742
2019-02-24,,6.3,13.7,1.2,52.0,39.0,45.0,10.0,89.3,1.8,4.9,21933
2019-02-25,,4.7,10.2,1.3,78.0,57.0,55.8,8.0,71.4,2.3,4.8,23445
2019-02-26,,5.2,12.0,-1.5,47.0,25.0,32.8,9.5,84.8,1.6,4.9,28010
2019-02-27,,7.8,14.0,4.7,59.0,39.0,31.3,7.8,69.0,1.6,4.3,28652
2019-02-28,,6.6,12.8,2.0,76.0,50.0,39.5,8.1,71.7,2.0,4.7,27431
2019-03-01,,6.6,13.0,1.2,105.0,74.0,42.3,9.9,87.6,2.1,4.4,21751
2019-03-02,,7.8,14.7,1.3,103.0,74.0,37.6,7.5,65.8,1.1,3.3,22503
2019-03-03,,9.4,16.1,2.5,89.0,64.0,36.4,7.9,69.3,1.5,3.3,24382
2019-03-04,,9.9,16.3,5.0,138.0,97.0,46.1,9.2,80.0,1.9,4.7,26887
2019-03-05,,8.4,12.9,5.6,171.0,124.0,66.3,2.5,21.7,2.0,3.9,24042
2019-03-06,,8.4,12.4,5.7,128.0,89.0,55.0,3.0,26.1,2.0,4.3,25379
2019-03-07,,7.0,12.7,3.1,50.0,36.0,51.1,10.1,87.1,2.2,5.1,31156
2019-03-08,,6.1,13.4,0.6,44.0,25.0,39.4,10.7,92.2,1.9,4.2,33073
2019-03-09,,7.2,14.9,-0.4,,,31.8,9.7,82.9,1.3,3.0,32421
2019-03-10,,10.1,15.3,6.7,,,26.4,0.3,2.6,1.2,2.9,31050
2019-03-11,0.0,6.6,10.0,3.5,,,61.0,3.6,30.5,1.8,4.3,28539
2019-03-12,0.0,3.9,7.9,-0.3,,,55.1,1.8,15.3,2.7,6.0,25537
2019-03-13,0.0,3.5,8.5,-0.4,,,38.5,10.1,85.6,3.3,7.2,28653
2019-03-14,0.0,5.0,10.0,-1.7,36.0,17.0,45.3,7.0,58.8,1.9,3.8,30997
2019-03-15,3.5,5.5,11.3,1.6,62.0,34.0,72.8,2.8,23.5,1.6,5.4,20481
2019-03-16,,4.3,9.2,0.2,,,69.9,5.0,41.7,1.8,5.1,26057
2019-03-17,,6.3,12.4,2.6,,,55.4,9.9,82.5,2.0,4.4,35622
2019-03-18,,7.1,14.4,1.4,35.0,21.0,43.8,8.7,72.5,1.4,4.7,36313
2019-03-19,,10.0,16.7,3.4,58.0,34.0,52.0,8.3,68.6,1.4,3.3,39908
2019-03-20,16.5,10.3,14.6,7.1,87.0,63.0,79.0,0.0,0.0,1.4,3.9,16204
2019-03-21,3.3,7.1,11.1,1.9,29.0,21.0,77.4,3.9,32.0,2.9,5.5,26455
2019-03-22,,3.3,8.3,-0.7,35.0,19.0,40.9,11.1,91.0,2.8,5.0,32363
2019-03-23,1.7,3.3,8.2,-0.4,22.0,14.0,46.9,7.9,64.8,2.4,6.3,21696
2019-03-24,,4.3,9.7,-0.8,28.0,13.0,45.4,11.3,91.9,2.3,4.9,31622
2019-03-25,,7.3,11.5,2.9,41.0,23.0,56.1,1.7,13.8,2.0,5.1,34226
2019-03-26,,11.4,17.6,7.4,52.0,30.0,51.1,9.9,79.8,2.0,4.7,42644
2019-03-27,,11.6,16.2,8.9,78.0,47.0,66.4,3.4,27.4,3.0,6.4,35832
2019-03-28,,9.4,14.6,5.6,78.0,46.0,49.9,9.9,79.8,2.6,4.8,38806
2019-03-29,,9.2,15.1,5.5,35.0,17.0,33.1,10.5,84.0,2.1,4.7,43893
2019-03-30,1.8,5.2,8.4,3.5,33.0,20.0,72.0,3.0,24.0,2.9,6.3,14001
2019-03-31,0.0,4.4,8.4,2.6,39.0,24.0,46.0,3.2,25.4,3.2,5.5,22326
2019-04-01,,5.5,11.3,0.3,23.0,12.0,39.8,11.7,92.9,2.5,5.8,37660
2019-04-02,,6.7,13.0,1.3,30.0,16.0,36.9,11.7,92.9,2.2,6.1,42029
2019-04-03,,7.6,13.6,1.9,34.0,20.0,36.1,11.7,92.1,2.3,5.0,43257
2019-04-04,,9.2,15.7,3.0,32.0,17.0,43.0,11.7,92.1,2.5,5.0,45681
2019-04-05,0.0,11.4,17.2,7.0,65.0,19.0,41.0,9.3,72.7,2.9,5.4,45643
2019-04-06,0.8,9.3,12.2,5.9,51.0,16.0,39.9,0.5,3.9,1.1,2.8,25902
2019-04-07,,12.6,20.3,5.6,31.0,13.0,43.1,11.4,89.1,1.7,4.8,55943
2019-04-08,,11.6,17.2,7.6,32.0,11.0,25.6,10.9,84.5,2.5,5.2,52643
2019-04-09,17.4,9.2,13.9,4.7,23.0,10.0,49.1,0.8,6.2,2.4,4.4,24734
2019-04-10,5.6,7.1,10.2,4.7,6.0,3.0,78.4,1.1,8.5,1.8,3.1,26421
2019-04-11,,9.5,15.7,4.3,21.0,12.0,58.0,9.8,75.4,1.9,4.7,51013
2019-04-12,,11.4,18.4,5.5,45.0,25.0,48.5,11.4,87.7,2.2,5.1,55125
2019-04-13,,11.8,17.9,6.2,44.0,29.0,34.0,10.8,82.4,1.8,5.0,57020
2019-04-14,1.7,9.6,13.6,6.9,32.0,18.0,45.5,5.0,38.2,2.2,7.3,28467
2019-04-15,,11.6,18.1,3.9,45.0,15.0,30.9,12.1,91.7,1.8,4.7,55422
2019-04-16,,14.9,22.6,6.8,41.0,20.0,26.3,11.5,87.1,1.6,4.1,60566
2019-04-17,,15.3,21.8,9.1,34.0,17.0,37.5,12.2,92.4,1.9,4.9,62522
2019-04-18,0.0,12.6,16.2,10.4,31.0,16.0,74.4,1.5,11.3,2.0,5.3,50439
2019-04-19,,13.8,19.7,9.6,35.0,16.0,57.5,5.9,44.4,1.6,3.2,60925
2019-04-20,1.2,14.3,19.1,9.7,38.0,19.0,66.9,5.0,37.6,1.9,4.5,51068
2019-04-21,0.3,14.8,20.2,12.2,25.0,17.0,77.8,4.1,30.6,1.9,4.2,53339
2019-04-22,,19.3,28.2,10.7,72.0,27.0,50.6,11.1,82.8,1.4,4.2,63995
2019-04-23,0.0,20.4,25.5,15.3,79.0,34.0,52.0,4.2,31.3,1.3,3.8,58811
2019-04-24,4.1,19.5,25.9,15.8,50.0,30.0,70.4,8.0,59.3,1.6,4.5,55815
2019-04-25,11.3,13.2,17.2,9.4,37.0,15.0,75.9,0.0,0.0,2.0,3.6,22471
2019-04-26,4.9,8.4,9.9,6.2,8.0,4.0,82.1,0.0,0.0,1.5,3.5,26484
2019-04-27,,11.6,18.2,4.1,16.0,9.0,52.6,10.3,75.7,1.7,3.6,65124
2019-04-28,0.0,12.9,16.6,9.9,18.0,11.0,48.8,3.4,25.0,1.6,3.7,56012
2019-04-29,,13.0,17.3,8.3,20.0,12.0,52.9,3.3,24.1,0.9,2.0,63256
2019-04-30,,15.5,22.5,9.0,31.0,17.0,52.8,11.2,81.8,1.6,4.2,70213
2019-05-01,,16.4,22.2,11.2,49.0,20.0,48.9,10.9,79.6,2.3,4.8,76439
2019-05-02,,17.1,25.3,10.6,49.0,13.0,28.5,12.7,92.0,2.3,5.1,72430
2019-05-03,,17.9,26.1,10.1,52.0,22.0,37.5,12.4,89.9,1.6,4.4,73647
2019-05-04,,19.5,27.4,12.0,78.0,44.0,40.4,10.7,77.5,1.7,4.1,66392
2019-05-05,,19.2,26.5,13.6,57.0,35.0,35.8,11.1,79.9,2.2,5.3,66911
2019-05-06,0.0,14.5,19.8,9.8,29.0,9.0,27.1,12.8,92.1,3.1,5.3,74806
2019-05-07,,15.0,21.9,8.4,42.0,14.0,33.4,12.9,92.8,2.3,5.0,70506
2019-05-08,,15.6,21.3,10.1,44.0,18.0,48.3,12.2,87.1,2.3,5.1,70426
2019-05-09,,16.6,22.9,11.7,43.0,19.0,43.3,12.1,86.4,2.2,4.5,71707
2019-05-10,,17.8,26.8,10.3,52.0,27.0,48.0,12.3,87.9,1.9,4.1,74960
2019-05-11,,20.3,28.3,13.2,55.0,29.0,39.0,12.7,90.1,1.8,3.9,76110
2019-05-12,,21.6,28.9,14.7,47.0,29.0,36.0,12.0,85.1,1.5,3.1,73318
2019-05-13,0.0,18.7,22.8,15.5,48.0,29.0,43.4,1.0,7.1,1.6,4.9,68389
2019-05-14,,19.6,26.9,12.9,36.0,25.0,44.5,13.0,91.5,1.6,4.1,78385
2019-05-15,,20.7,28.0,14.8,56.0,34.0,48.1,8.4,59.2,1.7,3.9,76969
2019-05-16,,23.5,30.0,16.7,55.0,32.0,43.8,12.5,88.0,1.5,4.1,75399
2019-05-17,,23.6,28.3,17.6,45.0,29.0,44.9,4.2,29.6,1.2,3.2,79158
2019-05-18,0.0,22.8,25.9,19.1,24.0,13.0,46.8,4.3,30.1,2.1,4.8,79583
2019-05-19,22.0,19.4,21.6,17.9,14.0,7.0,93.0,0.0,0.0,1.2,2.7,12749
2019-05-20,8.7,16.4,20.2,13.0,37.0,9.0,63.6,10.5,73.4,3.4,6.1,72066
2019-05-21,,17.2,23.8,11.7,45.0,14.0,52.0,13.1,91.6,2.9,5.9,80599
2019-05-22,,19.5,26.5,12.3,50.0,22.0,46.0,12.6,87.5,2.4,5.4,80735
2019-05-23,,22.1,29.2,15.0,60.0,34.0,45.0,13.2,91.7,1.7,3.5,78504
2019-05-24,,24.2,33.4,16.2,67.0,41.0,46.4,12.7,88.2,1.7,4.1,77190
2019-05-25,,23.4,28.6,18.4,68.0,43.0,45.6,7.1,49.3,1.6,4.2,75791
2019-05-26,,24.5,31.1,18.6,33.0,20.0,39.0,11.0,75.9,1.8,4.5,74327
2019-05-27,7.1,17.8,22.3,14.3,21.0,13.0,80.9,0.0,0.0,2.4,5.3,30670
2019-05-28,,18.1,24.6,11.9,22.0,7.0,45.9,13.0,89.7,2.6,4.9,83654
2019-05-29,,20.3,26.5,13.3,39.0,17.0,48.4,13.3,91.7,2.0,4.9,83496
2019-05-30,0.0,19.6,24.5,14.6,43.0,20.0,48.0,7.0,48.3,2.4,5.4,73814
2019-05-31,,19.1,23.3,16.1,18.0,9.0,49.6,12.3,84.2,2.8,5.4,83765
2019-06-01,,18.9,23.7,14.8,29.0,19.0,60.5,9.4,64.4,1.9,4.2,79878
2019-06-02,,21.1,27.8,14.1,31.0,18.0,42.1,13.0,89.0,1.7,4.6,77091
2019-06-03,,23.1,29.5,16.0,34.0,18.0,42.9,12.3,84.2,1.8,5.0,82911
2019-06-04,,22.6,29.0,17.6,26.0,16.0,56.4,12.8,87.7,2.2,4.4,83576
2019-06-05,,23.0,29.6,17.8,40.0,23.0,63.8,8.9,61.0,1.8,4.3,81515
2019-06-06,7.5,21.2,25.1,18.6,48.0,27.0,75.9,0.0,0.0,1.2,4.1,36945
2019-06-07,35.3,20.0,24.7,17.0,11.0,6.0,77.3,3.7,25.2,1.9,3.5,54701
2019-06-08,,21.9,27.6,16.0,20.0,12.0,57.5,9.3,63.3,1.4,4.0,83736
2019-06-09,2.5,21.6,26.5,17.1,28.0,20.0,66.1,4.2,28.6,1.8,4.0,60371
2019-06-10,9.5,18.4,21.9,15.7,10.0,5.0,70.3,0.6,4.1,1.6,2.4,63032
2019-06-11,,20.5,26.1,15.5,11.0,5.0,51.1,10.7,72.8,1.4,3.0,85776
2019-06-12,,21.5,26.4,16.1,25.0,13.0,57.1,13.0,88.4,1.8,4.6,83506
2019-06-13,,23.0,28.8,16.6,24.0,15.0,51.9,12.3,83.7,1.7,4.0,81540
2019-06-14,,23.0,28.4,19.1,25.0,18.0,54.8,6.1,41.2,1.8,4.2,85533
2019-06-15,2.1,21.9,27.4,17.9,29.0,17.0,61.5,12.2,82.4,2.4,5.3,71883
2019-06-16,,22.0,27.2,16.1,12.0,8.0,55.4,11.1,75.0,1.6,4.7,81803
2019-06-17,0.0,21.7,26.2,18.1,20.0,12.0,59.1,12.7,85.8,2.3,4.1,86987
2019-06-18,13.8,20.8,24.8,17.0,25.0,16.0,78.6,2.0,13.5,1.5,4.0,42393
2019-06-19,0.2,21.4,25.4,18.9,27.0,19.0,77.8,0.9,6.1,1.9,4.1,79958
2019-06-20,,22.7,27.8,19.8,24.0,16.0,70.6,6.9,46.6,1.9,4.2,88226
